,workclass,education,marital-status,occupation,relationship,race,gender,net-income
5997,Self-emp-inc,HS-grad,Never-married,Other-service,Own-child,White,Male,<=50
5998,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
5999,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6000,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
6001,Private,HS-grad,Separated,Other-service,Not-in-family,Black,Female,<=50
6002,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6003,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50
6004,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,>50
6005,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
6006,Private,10th,Divorced,Sales,Unmarried,White,Female,<=50
6007,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
6008,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6009,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,<=50
6010,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,Other,Male,<=50
6011,Local-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6012,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,<=50
6013,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6014,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,Black,Female,<=50
6015,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
6016,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6017,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,<=50
6018,Self-emp-not-inc,Some-college,Divorced,Sales,Not-in-family,White,Female,<=50
6019,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,White,Female,<=50
6020,Private,11th,Never-married,Transport-moving,Own-child,White,Male,<=50
6021,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6022,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,<=50
6023,Private,HS-grad,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,>50
6024,Private,Assoc-acdm,Widowed,Other-service,Own-child,White,Female,<=50
6025,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
6026,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
6027,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,<=50
6028,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
6029,Private,Some-college,Never-married,Sales,Own-child,White,Male,<=50
6030,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
6031,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,<=50
6032,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,<=50
6033,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6034,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,<=50
6035,Private,10th,Never-married,Machine-op-inspct,Not-in-family,Black,Female,<=50
6036,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
6037,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,<=50
6038,Local-gov,Assoc-voc,Never-married,Adm-clerical,Unmarried,White,Male,<=50
6039,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6040,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,<=50
6041,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,<=50
6042,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
6043,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Male,<=50
6044,Local-gov,Assoc-voc,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,>50
6045,Local-gov,Assoc-voc,Never-married,Protective-serv,Own-child,White,Male,<=50
6046,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,<=50
6047,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,<=50
6048,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,<=50
6049,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,<=50
6050,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
6051,Private,HS-grad,Never-married,Protective-serv,Own-child,White,Male,<=50
6052,Private,Masters,Never-married,Craft-repair,Unmarried,Black,Female,<=50
6053,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6054,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
6055,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,<=50
6056,Self-emp-inc,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50
6057,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,<=50
6058,State-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,<=50
6059,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50
6060,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,<=50
6061,Private,11th,Never-married,Other-service,Own-child,White,Female,<=50
6062,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,<=50
6063,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,<=50
6064,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,<=50
6065,Private,Some-college,Divorced,Sales,Not-in-family,White,Female,<=50
6066,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
6067,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50
6068,Private,Some-college,Never-married,Sales,Other-relative,White,Male,<=50
6069,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6070,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
6071,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,<=50
6072,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6073,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50
6074,Private,12th,Never-married,Other-service,Not-in-family,White,Male,<=50
6075,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>50
6076,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6077,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6078,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6079,Local-gov,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Female,<=50
6080,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6081,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Black,Female,<=50
6082,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
6083,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
6084,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
6085,Private,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Black,Female,<=50
6086,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,<=50
6087,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
6088,Private,11th,Divorced,Sales,Own-child,White,Female,<=50
6089,Private,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Male,<=50
6090,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
6091,Private,HS-grad,Widowed,Adm-clerical,Other-relative,White,Female,<=50
6092,Private,11th,Divorced,Craft-repair,Other-relative,White,Female,<=50
6093,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6094,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
6095,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
6096,Self-emp-inc,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6097,Private,5th-6th,Never-married,Handlers-cleaners,Unmarried,White,Male,<=50
6098,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
6099,State-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6100,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6101,State-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
6102,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,Female,<=50
6103,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50
6104,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6105,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,<=50
6106,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,>50
6107,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,<=50
6108,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,<=50
6109,Private,11th,Never-married,Sales,Own-child,White,Female,<=50
6110,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
6111,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,<=50
6112,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
6113,Federal-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,<=50
6114,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,<=50
6115,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50
6116,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,<=50
6117,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
6118,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6119,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,<=50
6120,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,<=50
6121,Local-gov,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
6122,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6123,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,<=50
6124,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
6125,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
6126,Federal-gov,Some-college,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,<=50
6127,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
6128,Private,11th,Never-married,Craft-repair,Own-child,White,Male,<=50
6129,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
6130,Private,Assoc-voc,Widowed,Prof-specialty,Unmarried,White,Female,<=50
6131,Private,HS-grad,Widowed,Prof-specialty,Unmarried,Black,Female,<=50
6132,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50
6133,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
6134,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,<=50
6135,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50
6136,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
6137,Private,Some-college,Divorced,Other-service,Own-child,White,Female,<=50
6138,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50
6139,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6140,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
6141,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Not-in-family,Black,Male,<=50
6142,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,<=50
6143,Private,HS-grad,Never-married,Tech-support,Own-child,White,Female,<=50
6144,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50
6145,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50
6146,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50
6147,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6148,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>50
6149,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6150,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
6151,Private,HS-grad,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,<=50
6152,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
6153,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,<=50
6154,Private,12th,Never-married,Machine-op-inspct,Own-child,Black,Female,<=50
6155,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Female,<=50
6156,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6157,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6158,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6159,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Male,<=50
6160,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50
6161,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,<=50
6162,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6163,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50
6164,State-gov,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,<=50
6165,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
6166,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50
6167,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,<=50
6168,Self-emp-inc,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
6169,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50
6170,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
6171,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
6172,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,<=50
6173,Private,HS-grad,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,<=50
6174,Private,12th,Never-married,Craft-repair,Own-child,White,Male,<=50
6175,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
6176,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
6177,Private,10th,Widowed,Machine-op-inspct,Not-in-family,White,Female,<=50
6178,Federal-gov,Bachelors,Never-married,Tech-support,Own-child,White,Male,<=50
6179,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
6180,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,<=50
6181,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
6182,Local-gov,Assoc-acdm,Divorced,Tech-support,Own-child,White,Male,<=50
6183,Private,HS-grad,Divorced,Other-service,Other-relative,Black,Female,<=50
6184,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Male,<=50
6185,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6186,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
6187,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,<=50
6188,Private,Assoc-voc,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,>50
6189,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,White,Male,<=50
6190,State-gov,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,<=50
6191,Private,Some-college,Never-married,Transport-moving,Own-child,Black,Male,<=50
6192,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,<=50
6193,Private,10th,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,<=50
6194,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,<=50
6195,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,<=50
6196,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,<=50
6197,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6198,Private,Some-college,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,<=50
6199,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
6200,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50
6201,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50
6202,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6203,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6204,Private,11th,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,<=50
6205,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6206,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,<=50
6207,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
6208,Private,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50
6209,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Male,<=50
6210,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Own-child,White,Male,<=50
6211,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
6212,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6213,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
6214,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6215,Private,HS-grad,Never-married,Sales,Own-child,White,Male,<=50
6216,Local-gov,7th-8th,Divorced,Other-service,Not-in-family,White,Male,<=50
6217,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,<=50
6218,Private,5th-6th,Never-married,Farming-fishing,Not-in-family,White,Male,<=50
6219,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50
6220,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6221,Private,Assoc-acdm,Never-married,Machine-op-inspct,Other-relative,White,Female,<=50
6222,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,<=50
6223,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,<=50
6224,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6225,Private,Bachelors,Never-married,Craft-repair,Own-child,White,Male,<=50
6226,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
6227,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6228,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6229,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,<=50
6230,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,<=50
6231,Private,HS-grad,Separated,Sales,Not-in-family,White,Male,<=50
6232,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
6233,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,<=50
6234,Private,Some-college,Never-married,Sales,Not-in-family,Other,Male,<=50
6235,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50
6236,Self-emp-inc,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,>50
6237,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
6238,Self-emp-not-inc,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,<=50
6239,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6240,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
6241,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,<=50
6242,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,<=50
6243,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50
6244,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
6245,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
6246,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,<=50
6247,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
6248,Private,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,<=50
6249,Private,11th,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
6250,Local-gov,11th,Never-married,Other-service,Unmarried,White,Female,<=50
6251,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
6252,Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Male,<=50
6253,Private,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,<=50
6254,Private,Assoc-acdm,Widowed,Adm-clerical,Not-in-family,White,Female,<=50
6255,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,<=50
6256,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
6257,Self-emp-not-inc,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
6258,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
6259,Federal-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Male,>50
6260,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50
6261,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50
6262,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
6263,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,<=50
6264,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,<=50
6265,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
6266,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
6267,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
6268,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,<=50
6269,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
6270,Local-gov,Assoc-acdm,Never-married,Prof-specialty,Own-child,Black,Male,<=50
6271,Self-emp-not-inc,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6272,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
6273,Private,12th,Married-spouse-absent,Other-service,Unmarried,Black,Female,<=50
6274,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6275,Private,10th,Never-married,Sales,Own-child,White,Female,<=50
6276,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,<=50
6277,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
6278,Private,11th,Married-civ-spouse,Other-service,Wife,Black,Female,<=50
6279,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6280,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Other,Male,<=50
6281,Federal-gov,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
6282,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50
6283,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
6284,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6285,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50
6286,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50
6287,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50
6288,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
6289,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6290,Private,11th,Never-married,Sales,Own-child,White,Female,<=50
6291,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
6292,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
6293,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6294,Private,Some-college,Married-spouse-absent,Sales,Unmarried,Other,Female,<=50
6295,Local-gov,Some-college,Never-married,Sales,Own-child,White,Female,<=50
6296,Local-gov,Some-college,Married-civ-spouse,Other-service,Other-relative,White,Male,<=50
6297,Private,11th,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
6298,Private,12th,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50
6299,Private,11th,Never-married,Sales,Own-child,White,Female,<=50
6300,Local-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,White,Female,<=50
6301,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
6302,State-gov,Assoc-voc,Never-married,Exec-managerial,Unmarried,White,Female,<=50
6303,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,<=50
6304,Self-emp-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,<=50
6305,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
6306,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
6307,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,<=50
6308,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
6309,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
6310,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
6311,Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,Black,Male,<=50
6312,Private,Some-college,Never-married,Handlers-cleaners,Other-relative,White,Male,<=50
6313,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,<=50
6314,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6315,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50
6316,Private,Some-college,Never-married,Transport-moving,Own-child,White,Female,<=50
6317,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6318,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,<=50
6319,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
6320,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
6321,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
6322,Private,Some-college,Never-married,Sales,Own-child,White,Male,<=50
6323,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
6324,Private,12th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,<=50
6325,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,<=50
6326,Local-gov,HS-grad,Never-married,Other-service,Own-child,White,Male,<=50
6327,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
6328,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
